,row_id,reward_a,reward_b
1853,1853,-5.625,-6.59375
1854,1854,-7.6875,-8.875
1855,1855,-8.1875,-9.4375
1856,1856,-6.96875,-8.25
1857,1857,-11.25,-11.1875
1858,1858,-3.5625,-9.625
1859,1859,-10.5,-11.625
1860,1860,-10.5,-11.625
1861,1861,-3.875,-4.0625
1862,1862,-2.78125,-4.8125
1863,1863,-8.875,-8.625
1864,1864,-10.0625,-8.625
1865,1865,-5.09375,-3.765625
1866,1866,-6.78125,-7.46875
1867,1867,-11.5625,-11.375
1868,1868,-10.3125,-10.3125
1869,1869,-4.84375,-7.59375
1870,1870,-11.4375,-11.625
1871,1871,-3.859375,-5.53125
1872,1872,-4.125,-4.84375
1873,1873,-6.5625,-9.5
1874,1874,-10.25,-9.9375
1875,1875,-11.0625,-10.5
1876,1876,-9.25,-11.0
1877,1877,-11.0625,-11.0625
1878,1878,-6.34375,-7.59375
1879,1879,-3.78125,-4.59375
1880,1880,-5.4375,-10.8125
1881,1881,-4.0625,-4.03125
1882,1882,-9.5,-9.4375
1883,1883,-9.3125,-10.625
1884,1884,-6.3125,-5.90625
1885,1885,-4.65625,-5.46875
1886,1886,-11.5,-12.0625
1887,1887,-4.03125,-6.15625
1888,1888,-11.8125,-11.375
1889,1889,-12.0625,-12.0
1890,1890,-9.0625,-10.5625
1891,1891,-10.0625,-9.8125
1892,1892,-3.65625,-4.875
1893,1893,-6.53125,-5.5
1894,1894,-10.0625,-9.9375
1895,1895,-7.53125,-6.21875
1896,1896,-5.4375,-4.0
1897,1897,-5.21875,-4.5
1898,1898,-10.9375,-11.75
1899,1899,-5.21875,-8.9375
1900,1900,-10.375,-11.125
1901,1901,-12.5,-12.25
1902,1902,-6.3125,-5.90625
1903,1903,-5.6875,-6.46875
1904,1904,-11.625,-11.875
1905,1905,-6.28125,-9.1875
1906,1906,-5.625,-6.03125
1907,1907,-6.3125,-7.625
1908,1908,-4.59375,-5.1875
1909,1909,-11.625,-11.0
1910,1910,-7.21875,-7.4375
1911,1911,-8.125,-9.25
1912,1912,-5.90625,-4.8125
1913,1913,-11.1875,-10.125
1914,1914,-9.0,-11.0
1915,1915,-11.875,-11.6875
1916,1916,-12.3125,-12.0625
1917,1917,-4.71875,-5.875
1918,1918,-4.03125,-4.65625
1919,1919,-11.8125,-11.5
1920,1920,-12.4375,-12.5
1921,1921,-11.375,-11.8125
1922,1922,-2.390625,-4.8125
1923,1923,-8.5,-8.9375
1924,1924,-12.125,-12.0
1925,1925,-6.71875,-11.6875
1926,1926,-8.5625,-9.6875
1927,1927,-7.40625,-7.75
1928,1928,-6.0,-11.375
1929,1929,-9.875,-11.375
1930,1930,-5.78125,-5.21875
1931,1931,-9.625,-9.3125
1932,1932,-4.4375,-7.8125
1933,1933,-8.6875,-8.125
1934,1934,-6.53125,-6.65625
1935,1935,-6.625,-7.03125
1936,1936,-6.53125,-7.21875
1937,1937,-12.125,-12.375
1938,1938,-11.8125,-11.8125
1939,1939,-12.1875,-12.3125
1940,1940,-4.96875,-9.3125
1941,1941,-8.9375,-10.25
1942,1942,-11.125,-11.625
1943,1943,-5.8125,-6.03125
1944,1944,-8.4375,-7.4375
1945,1945,-10.0625,-10.5
1946,1946,-7.875,-5.25
1947,1947,-9.1875,-11.375
1948,1948,-6.9375,-7.25
1949,1949,-11.5,-11.125
1950,1950,-4.34375,-4.6875
1951,1951,-10.875,-11.25
1952,1952,-11.4375,-11.75
1953,1953,-11.25,-10.9375
1954,1954,-7.625,-7.125
1955,1955,-9.1875,-11.0
1956,1956,-8.125,-8.5625
1957,1957,-11.0,-12.375
1958,1958,-5.25,-7.0
1959,1959,-11.875,-11.75
1960,1960,-11.625,-11.9375
1961,1961,-12.375,-13.1875
1962,1962,-7.8125,-7.5625
1963,1963,-6.40625,-7.8125
1964,1964,-6.6875,-6.5
1965,1965,-11.125,-11.875
1966,1966,-6.84375,-6.6875
1967,1967,-5.90625,-6.46875
1968,1968,-10.9375,-10.8125
1969,1969,-5.375,-4.9375
1970,1970,-5.53125,-5.4375
1971,1971,-8.625,-10.6875
1972,1972,-12.875,-12.0
1973,1973,-11.0,-12.0625
1974,1974,-11.625,-11.8125
1975,1975,-5.40625,-8.0625
1976,1976,-10.5625,-12.0625
1977,1977,-7.25,-6.625
1978,1978,-5.3125,-5.3125
1979,1979,-9.4375,-8.625
1980,1980,-7.625,-7.65625
1981,1981,-10.75,-11.6875
1982,1982,-3.484375,-4.34375
1983,1983,-12.5,-12.125
1984,1984,-6.0,-5.125
1985,1985,-4.8125,-4.3125
1986,1986,-8.9375,-9.5625
1987,1987,-5.53125,-5.65625
1988,1988,-4.75,-4.5625
1989,1989,-11.9375,-12.75
1990,1990,-10.5625,-11.25
1991,1991,-7.75,-11.0625
1992,1992,-12.4375,-12.0
1993,1993,-10.1875,-10.0
1994,1994,-8.1875,-8.1875
1995,1995,-11.5625,-11.8125
1996,1996,-5.25,-9.75
1997,1997,-6.65625,-10.625
1998,1998,-11.0,-11.5625
1999,1999,-11.5625,-11.1875
2000,2000,-5.375,-3.453125
2001,2001,-9.8125,-11.0
2002,2002,-9.0625,-8.0625
2003,2003,-11.1875,-10.5625
2004,2004,-4.125,-5.6875
2005,2005,-12.875,-12.625
2006,2006,-7.8125,-8.3125
2007,2007,-4.6875,-3.734375
2008,2008,-7.125,-7.96875
2009,2009,-6.8125,-10.9375
2010,2010,-7.125,-7.46875
2011,2011,-6.0,-9.125
2012,2012,-5.46875,-4.21875
2013,2013,-4.03125,-4.4375
2014,2014,-12.125,-11.875
2015,2015,-11.3125,-11.125
2016,2016,-7.96875,-9.4375
2017,2017,-7.125,-4.8125
2018,2018,-10.1875,-10.5
2019,2019,-4.78125,-4.34375
2020,2020,-12.4375,-11.5
2021,2021,-8.8125,-6.96875
2022,2022,-12.25,-12.0625
2023,2023,-12.0625,-11.0
2024,2024,-9.9375,-11.9375
2025,2025,-7.28125,-6.375
2026,2026,-11.9375,-10.875
2027,2027,-5.75,-5.125
2028,2028,-7.46875,-10.6875
2029,2029,-5.59375,-11.125
2030,2030,-12.0625,-11.375
2031,2031,-7.625,-12.4375
2032,2032,-8.1875,-7.96875
2033,2033,-9.0,-7.625
2034,2034,-5.78125,-3.765625
2035,2035,-6.6875,-6.0
2036,2036,-9.5,-10.75
2037,2037,-5.1875,-4.40625
2038,2038,-8.4375,-9.5
2039,2039,-6.59375,-6.8125
2040,2040,-6.375,-5.5625
2041,2041,-11.6875,-11.3125
2042,2042,-11.375,-11.875
2043,2043,-10.4375,-11.375
2044,2044,-7.28125,-8.0625
2045,2045,-11.5625,-12.375
2046,2046,-7.46875,-6.65625
2047,2047,-12.5625,-12.125
2048,2048,-6.53125,-11.375
2049,2049,-8.1875,-8.1875
2050,2050,-10.5625,-10.6875
2051,2051,-5.1875,-6.53125
2052,2052,-4.65625,-5.125
2053,2053,-9.3125,-11.25
2054,2054,-4.03125,-5.5
2055,2055,-11.125,-11.3125
2056,2056,-12.5625,-12.5
2057,2057,-8.9375,-10.5625
2058,2058,-10.9375,-10.3125
2059,2059,-8.625,-8.875
2060,2060,-6.375,-7.59375
2061,2061,-4.5625,-7.5625
2062,2062,-5.1875,-8.375
2063,2063,-6.625,-7.375
2064,2064,-11.0625,-10.25
2065,2065,-11.0625,-11.9375
2066,2066,-3.5,-4.8125
2067,2067,-10.875,-10.375
2068,2068,-11.375,-11.75
2069,2069,-11.6875,-12.0625
2070,2070,-9.5625,-11.6875
2071,2071,-11.3125,-11.5
2072,2072,-9.8125,-9.6875
2073,2073,-10.75,-11.4375
2074,2074,-10.8125,-12.4375
2075,2075,-12.375,-11.0
2076,2076,-8.0625,-8.6875
2077,2077,-8.8125,-8.625
2078,2078,-7.15625,-7.8125
2079,2079,-6.65625,-11.375
2080,2080,-7.4375,-7.75
2081,2081,-10.4375,-11.1875
2082,2082,-6.375,-6.5
2083,2083,-3.75,-3.484375
2084,2084,-4.71875,-5.6875
2085,2085,-4.78125,-11.1875
2086,2086,-8.5625,-11.3125
2087,2087,-9.6875,-12.3125
2088,2088,-9.9375,-11.25
2089,2089,-10.8125,-10.3125
2090,2090,-11.875,-12.25
2091,2091,-12.0,-11.5625
2092,2092,-11.75,-11.625
2093,2093,-10.6875,-10.125
2094,2094,-5.8125,-12.5
2095,2095,-5.78125,-6.0625
2096,2096,-12.1875,-11.3125
2097,2097,-9.0625,-10.5
2098,2098,-11.625,-12.875
2099,2099,-5.8125,-5.125
2100,2100,-12.0625,-11.5625
2101,2101,-9.125,-9.125
2102,2102,-4.25,-8.75
2103,2103,-12.5625,-11.9375
2104,2104,-5.96875,-7.1875
2105,2105,-6.0625,-4.875
2106,2106,-8.25,-7.71875
2107,2107,-11.6875,-11.3125
2108,2108,-6.75,-8.9375
2109,2109,-11.875,-12.25
2110,2110,-5.09375,-4.9375
2111,2111,-10.0,-11.25
2112,2112,-4.6875,-4.40625
2113,2113,-10.0,-11.0625
2114,2114,-7.625,-7.8125
2115,2115,-9.375,-9.125
2116,2116,-10.0,-11.3125
2117,2117,-9.6875,-8.25
2118,2118,-6.75,-12.25
2119,2119,-11.875,-12.3125
2120,2120,-8.875,-8.0
2121,2121,-6.375,-10.0
2122,2122,-12.4375,-12.0
2123,2123,-6.25,-5.78125
2124,2124,-4.875,-6.5
2125,2125,-6.75,-7.96875
2126,2126,-4.59375,-7.65625
2127,2127,-12.0625,-11.9375
2128,2128,-4.6875,-10.125
2129,2129,-10.5,-9.5
2130,2130,-12.375,-12.0625
2131,2131,-12.3125,-11.8125
2132,2132,-10.0,-12.0
2133,2133,-10.75,-11.9375
2134,2134,-11.6875,-12.5625
2135,2135,-8.875,-10.5625
2136,2136,-12.0625,-12.6875
2137,2137,-12.0625,-12.3125
2138,2138,-12.375,-11.6875
2139,2139,-11.3125,-11.75
2140,2140,-11.25,-11.375
2141,2141,-4.84375,-3.96875
2142,2142,-7.5625,-8.4375
2143,2143,-5.09375,-8.0
2144,2144,-9.75,-12.0625
2145,2145,-6.9375,-6.15625
2146,2146,-5.71875,-5.78125
2147,2147,-5.0625,-6.75
2148,2148,-6.75,-9.75
2149,2149,-10.1875,-11.625
2150,2150,-10.6875,-10.625
2151,2151,-8.1875,-9.4375
2152,2152,-3.375,-4.84375
2153,2153,-5.0,-5.9375
2154,2154,-7.625,-10.625
2155,2155,-11.1875,-9.5
2156,2156,-10.0625,-9.8125
2157,2157,-10.5,-9.25
2158,2158,-3.46875,-3.578125
2159,2159,-11.1875,-11.375
2160,2160,-8.8125,-11.1875
2161,2161,-6.96875,-7.625
2162,2162,-7.84375,-10.1875
2163,2163,-6.28125,-5.75
2164,2164,-9.875,-9.75
2165,2165,-9.9375,-9.5
2166,2166,-12.625,-12.3125
2167,2167,-12.0625,-11.9375
2168,2168,-12.375,-12.0625
2169,2169,-11.0625,-11.3125
2170,2170,-6.5625,-10.0
2171,2171,-8.875,-10.375
2172,2172,-12.375,-12.0625
2173,2173,-7.71875,-8.1875
2174,2174,-10.3125,-10.8125
2175,2175,-5.5,-6.25
2176,2176,-11.875,-11.1875
2177,2177,-11.5625,-11.6875
2178,2178,-12.8125,-12.3125
2179,2179,-5.625,-5.125
2180,2180,-3.203125,-3.359375
2181,2181,-8.5,-11.3125
2182,2182,-5.3125,-5.125
2183,2183,-6.84375,-7.59375
2184,2184,-10.5,-11.625
2185,2185,-11.75,-11.5625
2186,2186,-8.375,-12.0625
2187,2187,-10.75,-11.375
2188,2188,-11.3125,-12.5625
2189,2189,-6.375,-4.71875
2190,2190,-8.25,-10.25
2191,2191,-4.5625,-6.03125
2192,2192,-6.0625,-8.0625
2193,2193,-9.8125,-11.125
2194,2194,-6.28125,-6.53125
2195,2195,-11.5625,-10.8125
2196,2196,-7.25,-8.75
2197,2197,-12.3125,-11.875
2198,2198,-5.96875,-6.53125
2199,2199,-9.9375,-10.3125
2200,2200,-4.5,-4.59375
2201,2201,-11.375,-12.125
2202,2202,-6.53125,-7.59375
2203,2203,-3.90625,-5.40625
2204,2204,-7.90625,-8.75
2205,2205,-11.0625,-10.125
2206,2206,-6.4375,-4.3125
2207,2207,-12.25,-11.4375
2208,2208,-4.21875,-3.953125
2209,2209,-11.0625,-11.0625
2210,2210,-11.8125,-11.625
2211,2211,-12.0625,-11.75
2212,2212,-12.9375,-12.6875
2213,2213,-3.65625,-4.09375
2214,2214,-6.0625,-10.4375
2215,2215,-11.9375,-11.5625
2216,2216,-6.59375,-7.21875
2217,2217,-12.0625,-12.5625
2218,2218,-7.84375,-5.1875
2219,2219,-7.8125,-11.9375
2220,2220,-4.46875,-4.09375
2221,2221,-9.4375,-9.625
2222,2222,-3.953125,-5.25
2223,2223,-6.75,-5.1875
2224,2224,-12.25,-11.75
2225,2225,-11.875,-11.125
2226,2226,-10.8125,-11.6875
2227,2227,-6.21875,-4.5625
2228,2228,-7.5,-7.5
2229,2229,-11.0,-9.0625
2230,2230,-11.5625,-11.5625
2231,2231,-5.09375,-10.375
2232,2232,-11.0625,-11.75
2233,2233,-11.0,-10.4375
2234,2234,-4.15625,-4.6875
2235,2235,-10.4375,-10.1875
2236,2236,-8.9375,-9.1875
2237,2237,-6.9375,-6.78125
2238,2238,-10.3125,-10.5
2239,2239,-8.375,-9.1875
2240,2240,-6.875,-6.15625
2241,2241,-11.5625,-11.3125
2242,2242,-5.5,-6.34375
2243,2243,-4.9375,-4.40625
2244,2244,-8.0,-7.8125
2245,2245,-10.6875,-11.0
2246,2246,-10.25,-10.8125
2247,2247,-6.59375,-7.625
2248,2248,-6.09375,-6.09375
2249,2249,-5.03125,-5.96875
2250,2250,-10.6875,-11.1875
2251,2251,-11.4375,-11.75
2252,2252,-8.5,-8.8125
2253,2253,-11.5,-11.0
2254,2254,-3.90625,-4.625
2255,2255,-5.28125,-5.1875
2256,2256,-6.28125,-5.53125
2257,2257,-7.46875,-7.59375
2258,2258,-11.625,-11.0
2259,2259,-11.375,-11.625
2260,2260,-12.5,-12.4375
2261,2261,-10.5625,-10.5
2262,2262,-7.28125,-6.71875
2263,2263,-8.5,-9.9375
2264,2264,-9.6875,-10.0625
2265,2265,-11.5625,-11.9375
2266,2266,-5.3125,-6.65625
2267,2267,-9.25,-9.25
2268,2268,-11.5625,-11.6875
2269,2269,-11.125,-11.125
2270,2270,-8.5625,-8.75
2271,2271,-10.5625,-10.875
2272,2272,-3.1875,-3.921875
2273,2273,-5.46875,-6.5625
2274,2274,-11.4375,-12.0625
2275,2275,-11.875,-12.1875
2276,2276,-10.0625,-11.375
2277,2277,-10.0625,-9.5
2278,2278,-5.3125,-5.53125
2279,2279,-8.5625,-9.8125
2280,2280,-6.75,-5.96875
2281,2281,-8.3125,-10.25
2282,2282,-6.5625,-6.3125
2283,2283,-10.0,-12.0625
2284,2284,-9.3125,-10.25
2285,2285,-9.0625,-10.9375
2286,2286,-12.0625,-12.0
2287,2287,-10.0625,-12.0625
2288,2288,-11.1875,-10.625
2289,2289,-6.03125,-6.53125
2290,2290,-5.9375,-8.4375
2291,2291,-11.3125,-11.4375
2292,2292,-11.3125,-10.9375
2293,2293,-6.84375,-10.0
2294,2294,-10.0,-10.6875
2295,2295,-5.6875,-11.9375
2296,2296,-3.53125,-3.59375
2297,2297,-9.9375,-11.1875
2298,2298,-11.125,-11.375
2299,2299,-9.4375,-10.3125
2300,2300,-7.0,-9.0625
2301,2301,-10.8125,-10.1875
2302,2302,-6.71875,-6.90625
2303,2303,-9.6875,-9.0
2304,2304,-11.0625,-9.9375
2305,2305,-6.53125,-10.75
2306,2306,-4.8125,-4.3125
2307,2307,-5.0625,-8.5625
2308,2308,-9.875,-9.5625
2309,2309,-10.875,-12.5
2310,2310,-6.375,-5.65625
2311,2311,-12.25,-12.0
2312,2312,-3.53125,-5.28125
2313,2313,-3.984375,-5.0
2314,2314,-11.875,-12.5625
2315,2315,-7.53125,-7.5
2316,2316,-11.1875,-10.75
2317,2317,-4.90625,-4.34375
2318,2318,-9.5625,-9.875
2319,2319,-10.9375,-10.75
2320,2320,-5.40625,-2.765625
2321,2321,-10.625,-11.125
2322,2322,-11.25,-10.75
2323,2323,-2.46875,-4.46875
2324,2324,-6.34375,-8.125
2325,2325,-9.0,-11.5625
2326,2326,-10.0625,-8.625
2327,2327,-7.46875,-7.40625
2328,2328,-5.59375,-8.875
2329,2329,-4.6875,-5.46875
2330,2330,-12.25,-12.1875
2331,2331,-4.6875,-2.90625
2332,2332,-5.78125,-6.03125
2333,2333,-10.8125,-10.5625
2334,2334,-5.40625,-11.1875
2335,2335,-9.9375,-10.5625
2336,2336,-5.59375,-5.875
2337,2337,-4.875,-4.34375
2338,2338,-6.21875,-5.875
2339,2339,-12.0,-11.1875
2340,2340,-6.40625,-6.25
2341,2341,-11.75,-11.4375
2342,2342,-9.6875,-10.8125
2343,2343,-11.5625,-11.4375
2344,2344,-7.875,-9.25
2345,2345,-10.4375,-10.875
2346,2346,-2.46875,-3.796875
2347,2347,-5.3125,-9.125
2348,2348,-6.75,-5.9375
2349,2349,-5.71875,-5.6875
2350,2350,-11.375,-11.125
2351,2351,-8.9375,-10.3125
2352,2352,-9.6875,-9.4375
2353,2353,-9.125,-10.8125
2354,2354,-8.1875,-9.8125
2355,2355,-10.6875,-10.6875
2356,2356,-11.375,-10.1875
2357,2357,-11.8125,-11.375
2358,2358,-11.0625,-9.9375
2359,2359,-7.90625,-8.1875
2360,2360,-8.125,-6.34375
2361,2361,-11.5,-11.625
2362,2362,-7.03125,-8.375
2363,2363,-11.0625,-11.4375
2364,2364,-12.6875,-12.875
2365,2365,-6.25,-5.28125
2366,2366,-8.5,-8.125
2367,2367,-10.625,-11.5
2368,2368,-11.375,-11.5625
2369,2369,-6.40625,-6.1875
2370,2370,-6.125,-5.3125
2371,2371,-8.125,-10.5
2372,2372,-6.96875,-8.125
2373,2373,-5.4375,-7.09375
2374,2374,-9.0,-8.9375
2375,2375,-10.9375,-11.0625
2376,2376,-11.1875,-11.5
2377,2377,-12.4375,-12.3125
2378,2378,-6.0625,-7.71875
2379,2379,-4.96875,-3.921875
2380,2380,-10.0625,-9.25
2381,2381,-10.5625,-10.625
2382,2382,-10.1875,-10.8125
2383,2383,-9.25,-9.1875
2384,2384,-4.8125,-4.03125
2385,2385,-4.3125,-7.125
2386,2386,-12.0,-12.125
2387,2387,-6.0,-5.9375
2388,2388,-10.875,-11.3125
2389,2389,-9.4375,-9.5
2390,2390,-8.5625,-10.75
2391,2391,-12.875,-12.5
2392,2392,-12.5,-12.9375
2393,2393,-5.15625,-5.65625
2394,2394,-6.6875,-10.375
2395,2395,-9.5,-9.125
2396,2396,-11.5625,-11.6875
2397,2397,-6.84375,-7.28125
2398,2398,-5.03125,-4.78125
2399,2399,-10.0,-9.4375
2400,2400,-11.1875,-11.9375
2401,2401,-6.9375,-6.40625
2402,2402,-4.59375,-4.59375
2403,2403,-11.4375,-11.875
2404,2404,-12.625,-12.5625
2405,2405,-11.1875,-11.3125
2406,2406,-5.90625,-10.8125
2407,2407,-7.1875,-6.75
2408,2408,-8.8125,-8.25
2409,2409,-4.125,-4.40625
2410,2410,-11.25,-11.5
2411,2411,-9.0625,-8.1875
2412,2412,-6.625,-9.0625
2413,2413,-7.59375,-9.125
2414,2414,-5.78125,-11.0
2415,2415,-11.375,-12.1875
2416,2416,-4.5,-5.71875
2417,2417,-10.75,-11.4375
2418,2418,-3.390625,-3.578125
2419,2419,-10.5,-11.75
2420,2420,-8.25,-7.59375
2421,2421,-6.46875,-7.84375
2422,2422,-3.734375,-4.0625
2423,2423,-6.28125,-8.625
2424,2424,-11.5,-11.3125
2425,2425,-11.0625,-12.75
2426,2426,-5.3125,-9.875
2427,2427,-6.59375,-4.78125
2428,2428,-3.8125,-4.5625
2429,2429,-10.1875,-10.6875
2430,2430,-9.375,-8.75
2431,2431,-8.4375,-9.0625
2432,2432,-11.8125,-12.375
2433,2433,-11.4375,-11.25
2434,2434,-10.0,-12.3125
2435,2435,-4.53125,-4.78125
2436,2436,-8.5625,-9.4375
2437,2437,-10.0,-11.1875
2438,2438,-11.3125,-11.8125
2439,2439,-12.1875,-12.125
2440,2440,-11.625,-11.75
2441,2441,-3.796875,-3.609375
2442,2442,-11.375,-11.9375
2443,2443,-8.6875,-10.1875
2444,2444,-2.8125,-3.59375
2445,2445,-5.84375,-6.5
2446,2446,-12.5,-12.5
2447,2447,-6.625,-6.71875
2448,2448,-9.0,-9.6875
2449,2449,-8.5625,-8.1875
2450,2450,-5.15625,-4.4375
2451,2451,-11.875,-11.5
2452,2452,-10.25,-12.125
2453,2453,-10.8125,-11.375
2454,2454,-10.875,-10.8125
2455,2455,-11.0625,-10.875
2456,2456,-4.3125,-5.25
2457,2457,-7.125,-5.34375
2458,2458,-5.8125,-11.5
2459,2459,-4.8125,-3.1875
2460,2460,-3.84375,-4.3125
2461,2461,-12.0,-11.125
2462,2462,-4.53125,-3.90625
2463,2463,-5.75,-12.375
2464,2464,-9.6875,-11.0625
2465,2465,-7.8125,-9.0
2466,2466,-10.375,-11.5
2467,2467,-4.46875,-3.953125
2468,2468,-10.25,-10.6875
2469,2469,-11.6875,-11.875
2470,2470,-12.125,-12.875
2471,2471,-11.9375,-11.5625
2472,2472,-8.875,-9.1875
2473,2473,-8.1875,-8.125
2474,2474,-11.5,-12.5625
2475,2475,-4.65625,-6.4375
2476,2476,-4.84375,-6.1875
2477,2477,-10.375,-9.8125
2478,2478,-7.21875,-7.59375
2479,2479,-11.5625,-11.8125
2480,2480,-9.1875,-9.875
2481,2481,-5.84375,-4.90625
2482,2482,-8.8125,-11.8125
2483,2483,-5.375,-3.046875
2484,2484,-8.8125,-10.75
2485,2485,-11.875,-11.375
2486,2486,-12.3125,-12.375
2487,2487,-12.0625,-12.625
2488,2488,-11.8125,-10.875
2489,2489,-4.25,-3.8125
2490,2490,-3.8125,-3.921875
2491,2491,-3.75,-4.0
2492,2492,-5.0,-10.5
2493,2493,-12.0,-12.625
2494,2494,-3.6875,-4.4375
2495,2495,-9.9375,-10.0
2496,2496,-10.375,-10.5625
2497,2497,-4.25,-6.90625
2498,2498,-12.1875,-12.25
2499,2499,-11.4375,-12.3125
2500,2500,-6.15625,-8.875
2501,2501,-4.09375,-3.828125
2502,2502,-6.0,-4.84375
2503,2503,-6.75,-5.3125
2504,2504,-9.25,-9.0
2505,2505,-9.6875,-11.25
2506,2506,-4.84375,-5.9375
2507,2507,-8.875,-9.4375
2508,2508,-11.4375,-10.9375
2509,2509,-7.125,-7.15625
2510,2510,-3.015625,-3.078125
2511,2511,-11.25,-11.8125
2512,2512,-5.5,-12.1875
2513,2513,-8.8125,-8.375
2514,2514,-6.28125,-6.84375
2515,2515,-11.9375,-11.75
2516,2516,-6.0625,-8.125
2517,2517,-5.1875,-5.125
2518,2518,-11.75,-12.1875
2519,2519,-9.0625,-10.6875
2520,2520,-10.6875,-10.3125
2521,2521,-10.75,-8.9375
2522,2522,-12.125,-12.4375
2523,2523,-5.46875,-5.6875
2524,2524,-4.375,-5.21875
2525,2525,-11.6875,-10.75
2526,2526,-12.1875,-12.375
2527,2527,-7.875,-7.0
2528,2528,-11.4375,-11.625
2529,2529,-7.1875,-6.90625
2530,2530,-7.9375,-12.8125
2531,2531,-2.953125,-6.875
2532,2532,-10.625,-11.375
2533,2533,-8.5625,-10.0625
2534,2534,-5.875,-5.125
2535,2535,-6.15625,-5.15625
2536,2536,-7.21875,-7.5
2537,2537,-10.0625,-10.6875
2538,2538,-4.875,-4.90625
2539,2539,-5.375,-11.5625
2540,2540,-7.21875,-9.1875
2541,2541,-9.4375,-8.9375
2542,2542,-11.4375,-11.8125
2543,2543,-6.21875,-6.15625
2544,2544,-4.71875,-11.5625
2545,2545,-6.65625,-7.875
2546,2546,-4.28125,-3.625
2547,2547,-11.25,-11.75
2548,2548,-4.59375,-5.59375
2549,2549,-7.5,-6.90625
2550,2550,-4.40625,-5.34375
2551,2551,-7.0625,-11.375
2552,2552,-4.34375,-4.625
2553,2553,-3.59375,-4.03125
2554,2554,-11.5,-10.625
2555,2555,-5.65625,-8.375
2556,2556,-4.4375,-4.25
2557,2557,-10.1875,-10.4375
2558,2558,-11.1875,-11.0
2559,2559,-10.4375,-11.25
2560,2560,-10.4375,-9.625
2561,2561,-9.4375,-12.75
2562,2562,-12.1875,-11.8125
2563,2563,-12.0,-12.125
2564,2564,-6.71875,-7.84375
2565,2565,-5.5,-12.1875
2566,2566,-2.8125,-2.5625
2567,2567,-11.875,-11.625
2568,2568,-10.25,-10.9375
2569,2569,-6.3125,-6.8125
2570,2570,-3.859375,-4.8125
2571,2571,-11.4375,-11.0
2572,2572,-9.8125,-9.75
2573,2573,-7.71875,-8.125
2574,2574,-6.875,-8.3125
2575,2575,-11.8125,-12.625
2576,2576,-5.3125,-6.0625
2577,2577,-11.875,-11.9375
2578,2578,-11.3125,-12.0
2579,2579,-8.5625,-8.6875
2580,2580,-10.8125,-11.625
2581,2581,-12.0,-12.3125
2582,2582,-8.9375,-9.6875
2583,2583,-5.65625,-4.71875
2584,2584,-7.59375,-7.1875
2585,2585,-10.1875,-11.75
2586,2586,-10.9375,-10.875
2587,2587,-10.625,-11.3125
2588,2588,-10.6875,-10.3125
2589,2589,-4.3125,-6.28125
2590,2590,-8.0,-10.875
2591,2591,-7.3125,-4.9375
2592,2592,-12.0625,-11.9375
2593,2593,-8.0625,-7.0
2594,2594,-5.09375,-9.6875
2595,2595,-3.921875,-3.8125
2596,2596,-6.625,-5.75
2597,2597,-10.125,-9.8125
2598,2598,-9.125,-9.9375
2599,2599,-5.8125,-6.1875
2600,2600,-5.34375,-8.75
2601,2601,-6.34375,-5.5
2602,2602,-5.1875,-8.6875
2603,2603,-11.625,-11.875
2604,2604,-8.9375,-9.6875
2605,2605,-11.125,-11.4375
2606,2606,-9.75,-8.0
2607,2607,-11.3125,-11.1875
2608,2608,-12.0625,-11.8125
2609,2609,-7.125,-8.875
2610,2610,-6.875,-7.65625
2611,2611,-5.9375,-8.75
2612,2612,-9.0625,-12.1875
2613,2613,-7.25,-6.0
2614,2614,-12.0625,-11.8125
2615,2615,-5.21875,-9.125
2616,2616,-8.125,-13.0
2617,2617,-4.65625,-8.625
2618,2618,-11.1875,-10.75
2619,2619,-4.15625,-3.296875
2620,2620,-11.75,-12.125
2621,2621,-7.59375,-8.8125
2622,2622,-12.1875,-12.125
2623,2623,-11.8125,-11.4375
2624,2624,-11.8125,-12.875
2625,2625,-12.1875,-12.25
2626,2626,-11.9375,-11.1875
2627,2627,-12.4375,-12.25
2628,2628,-8.75,-10.125
2629,2629,-10.1875,-11.875
2630,2630,-11.625,-11.4375
2631,2631,-10.5,-10.0625
2632,2632,-11.125,-11.4375
2633,2633,-12.1875,-12.0
2634,2634,-7.1875,-7.8125
2635,2635,-4.65625,-6.28125
2636,2636,-3.71875,-4.71875
2637,2637,-6.875,-7.3125
2638,2638,-5.25,-4.40625
2639,2639,-2.84375,-3.765625
2640,2640,-7.875,-7.28125
2641,2641,-5.0625,-12.3125
2642,2642,-11.8125,-10.0625
2643,2643,-7.34375,-7.53125
2644,2644,-2.65625,-3.921875
2645,2645,-11.9375,-12.375
2646,2646,-7.90625,-5.0625
2647,2647,-5.3125,-9.375
2648,2648,-4.34375,-5.8125
2649,2649,-4.03125,-4.75
2650,2650,-12.625,-12.625
2651,2651,-10.875,-11.5625
2652,2652,-10.25,-10.9375
2653,2653,-8.9375,-10.0625
2654,2654,-9.75,-10.4375
2655,2655,-9.5,-10.0625
2656,2656,-12.0625,-12.6875
2657,2657,-3.84375,-10.0
2658,2658,-7.6875,-12.0
2659,2659,-12.5625,-12.0625
2660,2660,-3.078125,-3.171875
2661,2661,-4.90625,-4.21875
2662,2662,-10.125,-11.5
2663,2663,-6.59375,-12.0
